country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane,population,gdp,primary_energy_consumption
Afghanistan,1991,2.427,0.249,0.046,0.388,1.718,9.07,13299016.0,12047361708.8,13.651
Afghanistan,1992,1.379,0.022,0.046,0.363,0.927,9.0,14485543.0,12677538631.9,8.961
Afghanistan,1993,1.333,0.018,0.047,0.352,0.894,8.9,15816601.0,9834581108.1,8.935
Afghanistan,1994,1.282,0.015,0.047,0.338,0.86,8.97,17075728.0,7919857155.6,8.617
Afghanistan,1995,1.23,0.015,0.047,0.322,0.824,9.15,18110662.0,12307526078.0,7.246
Afghanistan,1996,1.165,0.007,0.047,0.308,0.78,9.93,18853444.0,12070125458.3,7.119
Afghanistan,1997,1.084,0.004,0.047,0.283,0.728,10.6,19357126.0,11850751938.9,6.799
Afghanistan,1998,1.029,0.004,0.047,0.265,0.691,11.1,19737770.0,11692172337.6,6.618
Afghanistan,1999,0.81,0.004,0.047,0.242,0.495,11.87,20170847.0,11517317327.4,6.612
Afghanistan,2000,0.758,0.004,0.01,0.224,0.498,10.59,20779957.0,11283793214.7,5.777
Afghanistan,2001,0.798,0.07,0.007,0.209,0.491,9.36,21606992.0,11021272774.0,4.481
Afghanistan,2002,1.052,0.055,0.011,0.546,0.44,11.21,22600774.0,18804871760.0,4.262
Afghanistan,2003,1.186,0.092,0.01,0.465,0.619,11.56,23680871.0,21074344026.0,5.041
Afghanistan,2004,0.889,0.092,0.01,0.227,0.561,11.47,24726689.0,22332571931.4,4.669
Afghanistan,2005,1.303,0.106,0.006,0.33,0.861,11.68,25654274.0,25397687313.5,6.009
Afghanistan,2006,1.635,0.161,0.012,0.329,1.133,14.89,26433058.0,28704401076.4,7.286
Afghanistan,2007,2.269,0.749,0.012,0.308,1.2,18.1,27100542.0,34507529622.9,9.407
Afghanistan,2008,4.2,1.077,0.015,0.297,2.81,22.19,27722281.0,36561042624.4,16.397
Afghanistan,2009,6.74,1.513,0.013,0.271,4.943,25.43,28394806.0,44358719970.4,26.808
Afghanistan,2010,8.398,2.246,0.015,0.271,5.866,30.04,29185511.0,47399424663.6,33.194
Afghanistan,2011,12.106,4.181,0.015,0.308,7.603,39.48,30117411.0,53326336000.0,44.997
Afghanistan,2012,10.219,3.125,0.029,0.308,6.756,48.78,31161378.0,59166900000.0,40.273
Afghanistan,2013,8.441,3.327,0.036,0.297,4.782,58.13,32269592.0,62993700000.0,32.809
Afghanistan,2014,7.774,3.704,0.029,0.271,3.77,67.77,33370803.0,64346106000.0,29.678
Afghanistan,2015,7.904,2.843,0.041,0.282,4.738,76.62,34413603.0,62783392000.0,32.917
Afghanistan,2016,6.745,2.878,0.076,0.319,3.472,78.17,35383028.0,64297428000.0,35.737
Afghanistan,2017,6.86,3.448,0.045,0.3,3.067,78.17,36296111.0,68752802575.638,35.737
Afghanistan,2018,8.345,3.849,0.057,0.293,4.146,78.17,37171922.0,67594970922.535,35.737
Afghanistan,2019,12.147,7.531,0.038,0.306,4.272,78.17,38041757.0,67594970922.535,35.737
Afghanistan,2020,12.16,7.508,0.061,0.314,4.277,78.17,38928341.0,67594970922.535,35.737
Albania,1991,4.228,1.48,0.245,0.275,2.228,3.62,3280397.0,9375844364.236,32.27
Albania,1992,2.495,0.8,0.081,0.198,1.416,3.52,3245887.0,8745680481.701,25.537
Albania,1993,2.316,0.6,0.08,0.157,1.478,3.58,3195196.0,9636359518.257,21.771
Albania,1994,1.913,0.169,0.04,0.099,1.605,4.15,3146518.0,10596127427.374,20.456
Albania,1995,2.066,0.161,0.081,0.051,1.773,4.13,3112923.0,11600734290.136,21.98
Albania,1996,1.993,0.114,0.081,0.044,1.755,3.96,3098699.0,12727381011.308,24.616
Albania,1997,1.532,0.044,0.04,0.037,1.411,3.77,3099747.0,11396508053.551,22.247
Albania,1998,1.744,0.055,0.033,0.033,1.623,3.63,3110699.0,12466707298.451,23.725
Albania,1999,2.975,0.11,0.044,0.029,2.792,3.7,3122700.0,14151858217.512,21.708
Albania,2000,3.004,0.07,0.073,0.022,2.84,3.79,3129246.0,15214264324.586,27.313
Albania,2001,3.221,0.081,0.231,0.015,3.125,3.7,3129701.0,16563844505.227,25.18
Albania,2002,3.748,0.084,0.231,0.026,3.638,3.64,3126183.0,17408065339.599,27.144
Albania,2003,4.232,0.084,0.231,0.026,3.891,3.68,3118017.0,18465496189.759,32.027
Albania,2004,4.104,0.084,0.227,0.033,3.759,3.59,3104893.0,19587881912.733,34.837
Albania,2005,4.199,0.073,0.194,0.022,3.91,3.58,3086810.0,20781075931.876,34.45
Albania,2006,3.844,0.073,0.209,0.022,3.54,3.53,3063021.0,22124285121.453,32.07
Albania,2007,3.829,0.073,0.348,0.033,3.375,3.52,3033993.0,23574646689.248,25.174
Albania,2008,4.272,0.103,0.359,0.015,3.796,3.23,3002683.0,25476937520.758,28.165
Albania,2009,4.254,0.388,0.432,0.018,3.415,3.12,2973044.0,26471389955.577,32.405
Albania,2010,4.448,0.429,0.502,0.026,3.492,3.12,2948029.0,27598267513.893,38.863
Albania,2011,5.031,0.535,0.692,0.029,3.774,3.15,2928601.0,28452650602.4,28.64
Albania,2012,4.668,0.627,0.857,0.029,3.155,3.23,2914091.0,28855377406.592,29.163
Albania,2013,4.928,0.795,0.769,0.033,3.331,3.19,2903788.0,29142643401.06,37.024
Albania,2014,5.621,1.029,0.677,0.059,3.856,3.23,2896307.0,29675640629.168,31.828
Albania,2015,4.496,0.322,0.773,0.062,3.338,3.26,2890524.0,30444532034.928,33.685
Albania,2016,4.492,0.191,0.78,0.161,3.36,3.25,2886427.0,31481821922.886,39.446
Albania,2017,5.302,0.275,0.78,0.168,4.079,3.25,2884169.0,32678760785.572,39.446
Albania,2018,4.734,0.473,0.78,0.15,3.331,3.25,2882735.0,34009113044.898,39.446
Albania,2019,4.863,0.549,0.78,0.155,3.379,3.25,2880913.0,34009113044.898,39.446
Albania,2020,4.535,0.461,0.78,0.153,3.14,3.25,2877800.0,34009113044.898,39.446
Algeria,1991,78.807,2.689,2.969,38.428,26.066,22.19,26400468.0,121105151996.145,312.043
Algeria,1992,79.883,2.378,2.998,31.932,28.678,22.61,27028330.0,127982674302.369,320.191
Algeria,1993,81.944,1.924,2.988,36.098,27.993,22.91,27635517.0,130275763728.978,297.932
Algeria,1994,86.147,2.286,2.821,37.386,30.45,22.97,28213777.0,134279870675.711,301.892
Algeria,1995,94.981,1.935,3.165,47.222,27.081,25.74,28757788.0,145054689192.167,313.11
Algeria,1996,96.786,1.407,3.006,50.567,27.407,28.51,29266415.0,156579104008.579,309.901
Algeria,1997,87.005,1.381,3.271,39.007,30.019,31.24,29742980.0,164644454643.526,297.847
Algeria,1998,106.621,2.11,3.446,54.641,33.09,34.23,30192750.0,179962871355.679,308.311
Algeria,1999,91.668,2.173,3.435,50.92,22.188,37.2,30623406.0,193179806925.144,311.398
Algeria,2000,82.221,1.96,3.789,38.534,26.828,40.16,31042238.0,208554150226.196,299.936
Algeria,2001,83.78,2.096,3.766,41.029,28.458,41.65,31451513.0,223420295817.082,310.801
Algeria,2002,89.407,2.609,4.058,44.653,29.495,43.18,31855110.0,245360882457.672,321.941
Algeria,2003,91.048,2.788,4.032,44.027,31.943,45.03,32264159.0,273568648245.395,336.876
Algeria,2004,87.853,1.924,4.897,41.209,32.818,46.93,32692153.0,296773599327.219,349.734
Algeria,2005,106.473,2.363,5.662,61.211,31.052,48.69,33149720.0,326854481209.196,366.175
Algeria,2006,100.203,2.7,6.54,49.306,35.233,48.58,33641007.0,345705351663.06,379.183
Algeria,2007,108.402,3.012,7.001,51.076,38.322,48.53,34166976.0,371665201209.104,399.601
Algeria,2008,109.032,3.008,7.583,51.551,37.363,48.18,34730604.0,395658551735.348,423.509
Algeria,2009,120.185,1.594,8.22,54.894,44.891,48.19,35333882.0,418247682283.091,448.802
Algeria,2010,117.813,1.216,8.252,53.368,45.365,48.23,35977451.0,450705877335.476,437.402
Algeria,2011,119.808,1.048,8.187,56.721,46.92,48.49,36661438.0,482034763229.8,464.422
Algeria,2012,128.111,1.037,7.697,64.114,48.539,48.98,37383899.0,497923368789.43,507.603
Algeria,2013,132.435,0.725,7.298,65.45,51.919,48.89,38140135.0,511887739394.46,536.956
Algeria,2014,142.529,0.546,7.668,73.833,52.886,49.29,38923688.0,531308096842.08,585.572
Algeria,2015,149.683,0.502,8.062,78.769,55.59,49.32,39728020.0,551519095635.36,617.482
Algeria,2016,148.929,0.795,9.356,78.677,54.627,49.44,40551398.0,574696157145.9,616.819
Algeria,2017,154.936,0.795,10.71,82.352,55.308,49.44,41389174.0,582167205453.48,623.512
Algeria,2018,161.487,1.33,10.749,88.887,54.922,49.44,42228415.0,590317549399.484,672.071
Algeria,2019,166.642,1.099,10.749,92.436,56.759,49.44,43053054.0,590317549399.484,705.04
Algeria,2020,154.995,1.099,10.749,88.219,49.33,49.44,43851043.0,590317549399.484,705.04
Argentina,1991,117.506,2.689,2.196,47.284,61.233,113.82,33079002.0,376057909089.086,519.095
Argentina,1992,121.231,2.803,2.495,48.303,63.633,115.63,33529320.0,416679793409.157,558.363
Argentina,1993,117.777,2.301,2.761,40.809,67.154,115.12,33970103.0,444780207797.163,576.369
Argentina,1994,122.229,3.561,3.05,42.677,67.203,116.59,34402669.0,472926745548.377,587.044
Argentina,1995,127.765,3.701,2.621,53.195,62.836,116.99,34828168.0,461601007495.332,610.793
Argentina,1996,134.762,3.1,2.422,57.542,65.921,111.1,35246376.0,489406456420.224,654.167
Argentina,1997,137.641,2.777,3.169,61.504,66.868,111.69,35657438.0,531526431445.964,650.551
Argentina,1998,139.452,2.84,3.283,61.614,69.576,110.1,36063451.0,554567027781.051,674.382
Argentina,1999,147.285,2.154,3.29,67.621,72.725,113.89,36467218.0,538270577461.662,659.49
Argentina,2000,142.358,1.656,2.771,69.438,67.434,112.96,36870796.0,536481027720.664,686.126
Argentina,2001,134.004,1.29,2.481,64.809,64.336,117.39,37275644.0,515221286182.39,678.563
Argentina,2002,124.392,1.099,1.729,62.62,57.497,122.19,37681743.0,461203417025.02,646.03
Argentina,2003,134.631,1.99,2.28,69.07,59.357,130.69,38087866.0,504301024418.052,693.085
Argentina,2004,157.043,2.198,2.701,82.911,67.812,134.43,38491970.0,552377778393.84,730.03
Argentina,2005,161.434,3.268,3.241,81.967,71.8,129.37,38892924.0,604065460533.568,778.556
Argentina,2006,174.609,3.866,3.764,83.869,81.912,132.85,39289876.0,655698992201.306,818.009
Argentina,2007,174.246,3.66,3.998,87.178,77.952,131.63,39684303.0,718084626068.52,854.109
Argentina,2008,188.106,3.877,3.99,90.12,88.658,132.83,40080159.0,750663609168.925,868.655
Argentina,2009,178.949,3.232,3.81,87.995,82.381,128.28,40482786.0,709525643475.527,851.891
Argentina,2010,186.733,3.99,4.178,86.928,90.145,115.71,40895751.0,784986270207.251,896.428
Argentina,2011,190.274,4.723,4.586,92.587,86.908,115.53,41320497.0,835970473764.55,913.633
Argentina,2012,191.715,5.009,4.184,95.381,85.587,121.03,41755188.0,827404775408.73,939.687
Argentina,2013,190.133,4.84,4.581,91.338,87.487,119.75,42196034.0,847305121281.99,979.05
Argentina,2014,188.657,5.536,4.336,92.844,84.292,118.12,42637508.0,825981480102.66,974.129
Argentina,2015,192.406,5.467,4.571,93.535,86.954,117.37,43075416.0,847854936887.7,996.057
Argentina,2016,190.977,4.192,4.029,96.303,84.556,121.54,43508459.0,828372950013.75,993.388
Argentina,2017,187.805,4.279,4.421,96.442,80.856,121.54,43937143.0,850482223817.468,990.812
Argentina,2018,181.1,4.356,4.378,96.125,74.394,121.54,44361150.0,829373254831.057,983.575
Argentina,2019,167.566,2.582,4.097,91.892,67.149,121.54,44780675.0,829373254831.057,961.881
Argentina,2020,156.978,2.816,3.649,86.702,61.965,121.54,45195777.0,829373254831.057,961.881
Armenia,1991,7.288,0.606,0.299,3.479,2.815,3.42,3505249.0,27959780992.723,56.827
Armenia,1992,5.863,0.374,0.239,3.477,1.773,3.17,3442820.0,15777785238.708,56.827
Armenia,1993,2.575,0.007,0.12,1.508,0.939,2.94,3363111.0,13153103273.609,42.687
Armenia,1994,2.713,0.095,0.061,1.616,0.942,2.77,3283664.0,13441652409.227,38.678
Armenia,1995,3.433,0.007,0.139,2.616,0.671,2.61,3217349.0,14085538893.403,38.116
Armenia,1996,2.595,0.015,0.174,2.041,0.366,2.46,3168213.0,14363170073.149,48.167
Armenia,1997,3.269,0.015,0.184,2.678,0.392,2.3,3133081.0,14402198321.556,40.913
Armenia,1998,3.397,0.015,0.187,2.789,0.406,2.1,3108691.0,14841953998.409,43.809
Armenia,1999,3.05,0.007,0.181,2.275,0.586,1.95,3089020.0,14850691138.968,26.542
Armenia,2000,3.491,0.048,0.139,2.565,0.788,1.83,3069597.0,15244832384.147,28.876
Armenia,2001,3.533,0.048,0.144,2.612,0.777,1.88,3050686.0,16184125852.537,28.291
Armenia,2002,3.077,0.048,0.211,2.002,0.816,1.93,3033976.0,18018122482.992,27.086
Armenia,2003,3.456,0.073,0.22,2.228,0.934,1.98,3017938.0,19928737824.33,29.906
Armenia,2004,3.691,0.004,0.298,2.473,0.92,2.05,3000715.0,21350941058.131,31.267
Armenia,2005,4.376,0.004,0.331,3.063,0.982,2.07,2981262.0,23626534068.534,36.243
Armenia,2006,4.402,0.004,0.338,3.14,0.92,2.15,2958301.0,25937829089.121,35.848
Armenia,2007,5.1,0.007,0.407,3.762,0.924,2.24,2932615.0,28610387411.876,39.991
Armenia,2008,5.575,0.007,0.412,4.122,1.033,2.31,2907615.0,29672506240.871,38.591
Armenia,2009,4.363,0.004,0.241,3.169,0.953,2.31,2888094.0,24704752102.677,34.446
Armenia,2010,4.253,0.004,0.288,2.953,1.008,2.37,2877314.0,24485627959.206,39.23
Armenia,2011,4.969,0.007,0.264,3.756,0.942,2.37,2876536.0,24860479877.48,41.663
Armenia,2012,5.748,0.007,0.278,4.565,0.898,2.42,2884239.0,26635750409.247,44.799
Armenia,2013,5.535,0.004,0.259,4.419,0.854,2.5,2897593.0,27513476650.06,43.496
Armenia,2014,5.604,0.004,0.244,4.493,0.864,2.54,2912403.0,28507138766.205,44.238
Armenia,2015,5.469,0.004,0.241,4.427,0.798,2.56,2925559.0,29365307413.632,40.5
Armenia,2016,5.203,0.004,0.154,4.239,0.807,2.57,2936147.0,29426934720.96,42.077
Armenia,2017,5.537,0.004,0.205,4.459,0.868,2.57,2944789.0,31639251545.703,42.077
Armenia,2018,5.826,0.004,0.315,4.679,0.828,2.57,2951741.0,33296515549.806,42.077
Armenia,2019,5.529,0.003,0.315,4.429,0.781,2.57,2957728.0,33296515549.806,42.077
Armenia,2020,5.89,0.004,0.315,4.873,0.698,2.57,2963234.0,33296515549.806,42.077
Australia,1991,281.872,147.307,3.21,33.061,88.986,161.9,17189235.0,461003814708.365,1050.408
Australia,1992,286.332,151.004,2.942,34.186,88.475,161.32,17402179.0,477843238217.286,1061.06
Australia,1993,291.325,151.373,3.03,35.973,91.155,157.97,17603211.0,500840589015.889,1091.296
Australia,1994,300.084,154.669,3.56,37.837,93.923,156.81,17798526.0,527346173213.165,1134.833
Australia,1995,308.023,157.261,3.391,40.225,97.078,155.34,17993083.0,549172874105.758,1164.936
Australia,1996,316.332,162.662,3.29,40.332,100.104,146.48,18189274.0,574551452357.181,1194.316
Australia,1997,327.11,171.244,3.252,41.95,100.485,150.62,18387205.0,600621085981.588,1224.487
Australia,1998,338.697,180.054,3.524,44.09,100.518,151.21,18587027.0,634305028497.784,1253.046
Australia,1999,346.599,184.875,3.552,45.961,101.308,164.01,18788187.0,664206848761.583,1307.866
Australia,2000,351.82,186.942,3.643,46.885,102.976,170.05,18991434.0,691886651462.291,1313.507
Australia,2001,360.455,191.835,3.574,49.769,103.536,187.38,19194676.0,713625765011.61,1325.592
Australia,2002,367.113,194.077,3.541,51.353,106.127,176.89,19401366.0,746683500639.03,1345.272
Australia,2003,373.233,197.462,3.622,50.233,110.743,140.63,19624163.0,773868592767.201,1365.545
Australia,2004,386.766,204.293,3.591,53.059,114.938,153.78,19879654.0,809419734961.026,1410.881
Australia,2005,387.602,201.452,3.678,54.681,116.944,131.51,20178543.0,840554549196.955,1405.447
Australia,2006,397.295,206.942,3.937,56.509,118.868,158.53,20526300.0,868839005776.668,1490.384
Australia,2007,401.926,204.714,3.994,61.4,120.161,149.32,20916339.0,913875860368.147,1509.378
Australia,2008,409.653,207.416,3.915,62.615,123.968,131.52,21332293.0,942108888159.02,1534.266
Australia,2009,401.321,203.142,3.775,62.222,120.643,138.15,21750852.0,964937533130.007,1521.302
Australia,2010,404.533,200.253,3.544,64.172,124.384,121.11,22154687.0,994067722921.792,1527.103
Australia,2011,405.344,192.845,3.509,66.729,130.295,174.14,22538002.0,1026035412636.24,1582.242
Australia,2012,402.666,187.515,3.488,67.124,132.536,173.59,22903951.0,1064162383965.4,1562.975
Australia,2013,393.171,174.256,3.255,68.821,134.566,132.67,23254912.0,1087110189585.0,1574.716
Australia,2014,399.254,170.393,3.18,72.773,139.45,140.26,23596426.0,1117472371532.17,1597.398
Australia,2015,403.279,174.961,3.09,72.362,137.945,137.07,23932499.0,1145386830983.49,1621.386
Australia,2016,415.945,181.724,2.966,75.956,138.745,122.11,24262710.0,1176481295704.45,1634.105
Australia,2017,414.751,176.972,3.02,76.405,139.585,122.11,24584619.0,1205343058989.94,1630.82
Australia,2018,416.001,169.64,2.946,79.77,142.785,122.11,24898153.0,1238559648720.32,1665.527
Australia,2019,414.517,164.066,3.025,81.576,141.899,122.11,25203200.0,1238559648720.32,1780.442
Australia,2020,391.892,159.817,3.025,80.208,124.606,122.11,25499881.0,1238559648720.32,1780.442
Austria,1991,65.738,18.699,2.005,12.496,31.407,11.51,7772698.0,215992567688.594,345.922
Austria,1992,60.236,14.386,2.105,12.511,30.152,11.32,7830938.0,221400843602.948,339.752
Austria,1993,60.661,13.274,2.032,13.012,31.265,10.99,7892089.0,223463037880.916,345.542
Austria,1994,61.034,13.456,2.102,13.644,30.714,10.61,7947215.0,229749260360.228,343.576
Austria,1995,64.011,15.423,1.631,14.887,30.852,10.12,7990113.0,236824446617.209,360.186
Austria,1996,67.355,15.068,1.634,15.784,33.777,9.89,8017852.0,243480773797.055,361.281
Austria,1997,67.252,16.156,1.761,15.289,32.852,9.59,8032873.0,249847269867.928,368.653
Austria,1998,66.887,13.706,1.599,15.706,34.66,9.31,8041054.0,259776258295.226,374.41
Austria,1999,65.64,13.875,1.607,16.091,32.833,9.17,8051116.0,270186299296.321,382.511
Austria,2000,66.139,15.753,1.712,15.255,32.163,8.94,8069276.0,280410159538.359,383.695
Austria,2001,70.139,16.564,1.72,16.147,34.411,8.8,8097755.0,285335957416.705,397.99
Austria,2002,71.943,16.737,1.736,16.06,36.057,8.69,8134403.0,291225467774.085,398.867
Austria,2003,77.451,18.023,1.754,17.258,39.082,8.53,8175855.0,294604382283.932,404.057
Austria,2004,77.668,17.766,1.79,17.652,39.1,8.45,8216809.0,303786414549.869,410.829
Austria,2005,79.068,17.862,1.797,18.691,39.393,8.24,8253656.0,311537609801.575,417.83
Austria,2006,76.796,17.865,1.954,17.487,38.132,8.06,8285344.0,323263924938.153,413.106
Austria,2007,74.097,17.455,2.131,16.486,36.624,7.88,8313731.0,336315985756.647,403.512
Austria,2008,73.472,17.028,2.133,17.426,35.481,7.8,8341525.0,342890889591.591,411.548
Austria,2009,67.291,12.833,1.799,17.026,34.417,7.6,8372657.0,331192240721.601,397.643
Austria,2010,72.0,15.501,1.622,18.77,34.801,7.58,8409945.0,338927097694.29,411.111
Austria,2011,69.889,15.819,1.666,17.722,33.29,7.41,8453501.0,349843142251.75,384.976
Austria,2012,67.263,14.687,1.673,16.937,32.649,7.25,8502230.0,352450911998.805,403.804
Austria,2013,67.759,14.96,1.656,16.324,33.468,7.11,8556191.0,352913736460.625,401.179
Austria,2014,64.161,13.802,1.639,14.938,32.433,6.96,8615205.0,355364637749.902,384.488
Austria,2015,66.352,14.373,1.701,15.959,33.01,6.88,8678667.0,358988126890.184,385.086
Austria,2016,67.215,13.335,1.729,16.729,34.123,6.79,8747306.0,364218285047.085,397.826
Austria,2017,69.599,14.023,1.71,17.966,34.561,6.79,8819902.0,373237957343.663,407.34
Austria,2018,66.565,12.292,1.827,17.011,34.105,6.79,8891383.0,382269444359.619,399.256
Austria,2019,67.962,13.008,1.771,17.782,34.122,6.79,8955108.0,382269444359.619,416.622
Austria,2020,60.635,10.205,1.771,17.037,30.342,6.79,9006400.0,382269444359.619,416.622
Azerbaijan,1991,50.034,0.252,0.467,26.594,22.544,15.84,7357945.0,53426624440.071,249.798
Azerbaijan,1992,56.174,0.066,0.379,22.6,31.225,14.83,7471924.0,41795271192.775,213.896
Azerbaijan,1993,48.406,0.011,0.294,17.283,30.818,14.28,7581754.0,32486442076.843,185.409
Azerbaijan,1994,41.944,0.004,0.237,16.671,25.032,13.8,7683704.0,26372109694.445,170.409
Azerbaijan,1995,33.309,0.015,0.103,13.308,19.885,13.5,7775418.0,23188278788.575,160.243
Azerbaijan,1996,31.242,0.015,0.12,11.737,19.37,14.32,7855558.0,24026394961.747,131.373
Azerbaijan,1997,29.802,0.015,0.175,11.062,18.551,15.21,7925668.0,26436928219.041,125.76
Azerbaijan,1998,31.666,0.004,0.115,10.599,20.948,16.09,7989903.0,28328464015.164,126.213
Azerbaijan,1999,28.57,0.022,0.104,11.688,16.777,16.94,8054126.0,31898569094.944,125.739
Azerbaijan,2000,29.506,0.022,0.121,11.421,17.965,17.8,8122743.0,34255695319.372,131.271
Azerbaijan,2001,28.791,0.022,0.304,16.576,11.278,19.22,8197295.0,36862194530.462,126.55
Azerbaijan,2002,29.641,0.022,0.472,16.622,11.287,20.57,8277065.0,40295239122.96,124.95
Azerbaijan,2003,30.624,0.022,0.539,17.054,12.697,21.97,8361433.0,44994662483.825,135.163
Azerbaijan,2004,32.077,0.022,0.724,18.622,12.731,23.33,8448938.0,50107478789.84,153.27
Azerbaijan,2005,34.286,0.022,0.742,18.533,14.638,24.68,8538610.0,64019198584.118,166.163
Azerbaijan,2006,39.109,0.022,0.783,20.465,12.977,30.05,8630153.0,87026457477.922,163.497
Azerbaijan,2007,30.459,0.022,0.817,17.578,11.456,35.33,8724237.0,109944250659.21,147.9
Azerbaijan,2008,35.45,0.015,0.77,20.738,10.607,40.64,8821869.0,123129996761.682,149.336
Azerbaijan,2009,31.856,0.015,0.621,18.789,9.241,45.93,8924383.0,136020253989.694,131.936
Azerbaijan,2010,30.633,0.022,0.617,17.968,8.695,51.23,9032465.0,144296291014.385,130.137
Azerbaijan,2011,32.976,0.018,0.465,19.026,10.264,50.03,9146277.0,145979433513.792,144.775
Azerbaijan,2012,35.048,0.015,0.658,19.833,11.641,48.88,9264684.0,149144106428.646,149.158
Azerbaijan,2013,35.215,0.011,0.722,19.936,12.066,47.75,9385467.0,157789331877.915,153.358
Azerbaijan,2014,36.975,0.007,0.925,21.2,11.633,46.58,9505616.0,162216068985.891,156.403
Azerbaijan,2015,36.989,0.011,0.843,21.933,11.52,45.44,9622741.0,163997090977.32,170.999
Azerbaijan,2016,37.055,0.004,0.726,21.508,12.128,44.82,9736041.0,157812359782.23,169.349
Azerbaijan,2017,36.73,0.004,0.929,20.892,12.48,44.82,9845316.0,158055390696.608,166.13
Azerbaijan,2018,36.847,0.004,1.083,21.284,11.809,44.82,9949537.0,160426221650.639,170.946
Azerbaijan,2019,38.725,0.004,1.083,23.2,11.771,44.82,10047719.0,160426221650.639,182.146
Azerbaijan,2020,37.72,0.004,1.083,23.405,10.561,44.82,10139175.0,160426221650.639,182.146
Bangladesh,1991,14.742,0.341,0.079,9.057,5.265,64.77,105599125.0,117331554241.819,71.104
Bangladesh,1992,15.38,0.322,0.075,9.607,5.375,65.37,107983708.0,123425128163.914,77.568
Bangladesh,1993,16.063,0.121,0.073,10.391,5.478,65.44,110350641.0,129907343735.337,85.327
Bangladesh,1994,17.538,0.099,0.072,11.474,5.893,66.25,112737684.0,137432672656.374,90.538
Bangladesh,1995,21.042,1.22,0.069,13.029,6.723,66.99,115169933.0,145833070727.291,107.042
Bangladesh,1996,21.493,0.678,0.154,13.498,7.163,66.44,117649927.0,155028880040.285,112.07
Bangladesh,1997,23.126,1.227,0.229,13.262,8.408,67.01,120160571.0,165329631947.383,117.762
Bangladesh,1998,23.198,0.352,0.269,14.325,8.253,66.58,122682818.0,175900628130.908,125.404
Bangladesh,1999,25.075,0.176,0.431,15.616,8.852,68.49,125189655.0,187796338323.986,126.836
Bangladesh,2000,26.525,1.253,0.704,16.88,7.687,69.01,127657862.0,200830320626.835,135.987
Bangladesh,2001,31.035,1.33,0.935,18.903,9.867,69.16,130088709.0,213178124226.942,155.408
Bangladesh,2002,31.981,1.33,0.885,19.886,9.881,70.23,132478076.0,226307969556.062,160.379
Bangladesh,2003,33.459,1.367,0.835,21.39,9.867,71.19,134791598.0,242360084016.74,169.987
Bangladesh,2004,35.945,1.451,0.785,23.088,10.621,71.09,136986429.0,260420365976.08,175.834
Bangladesh,2005,37.677,1.605,0.751,24.722,10.599,72.51,139035505.0,280327133312.053,189.628
Bangladesh,2006,41.689,1.81,0.7,28.257,10.922,73.86,140921154.0,303335344192.906,205.461
Bangladesh,2007,42.642,2.209,0.682,29.579,10.171,74.17,142660381.0,327171255238.769,210.292
Bangladesh,2008,45.301,2.47,0.699,32.225,9.907,76.86,144304164.0,349580421431.724,222.489
Bangladesh,2009,49.148,3.015,0.699,35.442,9.992,77.56,145924795.0,372835107886.101,244.59
Bangladesh,2010,53.992,3.074,0.68,39.397,10.841,78.99,147575433.0,400257030914.731,250.409
Bangladesh,2011,56.556,2.836,0.695,39.626,13.399,79.57,149273134.0,431620184872.8,272.112
Bangladesh,2012,60.691,3.422,0.675,41.715,14.88,79.73,151005733.0,458682950708.4,291.318
Bangladesh,2013,61.782,3.748,0.743,43.332,13.959,80.47,152761413.0,486328197195.6,300.178
Bangladesh,2014,65.979,3.507,0.752,45.934,15.785,81.13,154517385.0,517114512505.3,312.923
Bangladesh,2015,73.277,8.607,1.239,48.742,14.689,81.2,156256287.0,552394708236.0,368.035
Bangladesh,2016,76.477,6.075,1.416,53.549,15.436,80.34,157977151.0,591216052198.4,373.061
Bangladesh,2017,80.944,7.152,1.416,53.667,18.708,80.34,159685421.0,636054768062.894,386.818
Bangladesh,2018,82.6,8.178,1.461,53.377,19.584,80.34,161376713.0,686521749312.877,411.675
Bangladesh,2019,94.215,13.241,1.461,60.199,19.315,80.34,163046173.0,686521749312.877,488.385
Bangladesh,2020,92.842,14.751,1.461,59.226,17.404,80.34,164689383.0,686521749312.877,488.385
Belarus,1991,96.78,6.646,1.163,23.766,61.891,20.03,10160785.0,114005495316.473,439.765
Belarus,1992,88.859,6.473,1.15,31.222,46.985,18.01,10154338.0,101880773333.904,416.068
Belarus,1993,76.555,5.929,1.069,28.462,38.557,17.15,10135133.0,93050202894.589,333.223
Belarus,1994,62.505,4.944,0.794,24.608,30.574,16.34,10108280.0,81212697200.494,277.681
Belarus,1995,57.508,3.972,0.695,23.682,27.657,15.53,10077606.0,71373349147.357,251.945
Belarus,1996,58.377,4.449,0.835,24.831,26.753,14.97,10044854.0,72504137598.922,258.331
Belarus,1997,58.92,3.523,0.98,27.96,24.671,14.73,10009393.0,79868104720.242,260.916
Belarus,1998,57.396,3.283,0.968,27.564,23.819,14.67,9969986.0,85602471319.561,255.326
Belarus,1999,54.902,2.977,0.882,28.611,20.985,14.55,9924440.0,87455041965.091,248.531
Belarus,2000,54.706,3.516,0.836,31.201,17.858,14.08,9871635.0,91419119131.711,255.399
Belarus,2001,54.77,3.497,0.986,31.646,17.288,13.88,9811399.0,94624125159.479,248.967
