country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane,population,gdp,primary_energy_consumption
Japan,1998,1204.993,327.323,35.363,156.33,676.069,31.29,127117436.0,4117006889558.46,5956.57
Japan,1999,1241.611,345.193,35.01,165.804,685.548,30.76,127326063.0,4104026658817.64,6061.602
Japan,2000,1264.375,372.047,35.086,170.604,676.305,30.13,127524168.0,4215551823735.38,6128.864
Japan,2001,1249.766,381.113,34.374,169.623,654.633,28.88,127713824.0,4230083873303.49,6069.191
Japan,2002,1279.12,398.258,32.417,173.419,665.588,28.08,127893075.0,4232499519920.05,6051.151
Japan,2003,1287.468,411.672,31.935,178.652,655.73,27.6,128058368.0,4294503840097.23,6027.271
Japan,2004,1282.862,419.646,31.276,177.565,644.611,27.47,128204183.0,4386537314625.64,6099.329
Japan,2005,1290.371,430.174,32.28,176.001,641.72,27.15,128326115.0,4456733937388.24,6207.568
Japan,2006,1267.362,427.283,31.991,192.654,604.922,26.78,128422740.0,4517298512750.97,6189.139
Japan,2007,1303.134,444.764,30.658,209.122,607.541,26.42,128494050.0,4589237840215.05,6126.677
Japan,2008,1232.314,426.081,28.553,204.485,562.91,25.77,128538644.0,4536234167324.2,6042.367
Japan,2009,1163.213,411.06,25.308,202.177,515.912,25.28,128555196.0,4287889543915.45,5509.297
Japan,2010,1214.816,445.734,24.321,213.342,521.744,24.96,128542349.0,4464955831084.99,5869.964
Japan,2011,1264.866,430.265,24.983,247.923,552.341,23.8,128498966.0,4456991334719.0,5572.723
Japan,2012,1306.01,449.801,25.625,257.022,564.169,23.44,128423571.0,4523675360358.0,5534.108
Japan,2013,1315.343,480.985,26.805,256.491,541.441,23.16,128314189.0,4614146592493.2,5485.277
Japan,2014,1263.729,472.226,26.557,258.548,496.795,22.66,128168630.0,4629616138331.4,5344.636
Japan,2015,1223.396,465.629,25.936,246.429,476.372,21.93,127985139.0,4685428421030.3,5268.915
Japan,2016,1203.718,456.358,25.969,251.596,460.901,21.45,127763267.0,4732216813170.0,5179.953
Japan,2017,1188.123,458.309,26.429,245.717,448.76,21.45,127502728.0,4844015462029.76,5247.426
Japan,2018,1143.458,441.8,26.183,233.969,432.718,21.45,127202190.0,4867010472550.63,5233.466
Japan,2019,1105.929,432.133,25.376,224.222,415.703,21.45,126860299.0,4867010472550.63,5187.154
Japan,2020,1030.775,402.979,25.376,216.544,377.382,21.45,126476458.0,4867010472550.63,5187.154
Jordan,1991,9.904,0.832,0.565,0.224,9.116,8.74,3760493.0,20298214350.008,39.84
Jordan,1992,11.984,0.832,1.289,0.245,10.45,9.26,3977667.0,23492215431.605,46.982
Jordan,1993,11.774,0.832,1.434,0.289,10.051,9.7,4201559.0,24831921788.575,46.495
Jordan,1994,13.25,0.832,1.62,0.48,11.15,10.03,4410357.0,26378711247.426,53.447
Jordan,1995,13.208,0.832,1.41,0.432,11.366,9.0,4588842.0,28377887963.627,55.568
Jordan,1996,13.825,0.832,1.401,0.418,12.007,7.93,4732848.0,29368569317.872,60.077
Jordan,1997,14.074,0.832,1.287,0.462,12.326,6.84,4848536.0,30792687896.278,57.902
Jordan,1998,14.253,0.832,1.041,0.469,12.743,5.75,4943975.0,32203982099.354,61.999
Jordan,1999,14.267,0.832,1.047,0.465,12.754,4.73,5031754.0,33788473011.181,62.402
Jordan,2000,15.2,0.832,1.021,0.443,13.736,3.63,5122495.0,35716133661.668,65.96
Jordan,2001,15.61,0.832,1.202,0.473,13.935,3.72,5217328.0,38099917301.408,63.457
Jordan,2002,16.42,0.832,1.321,0.429,14.671,3.84,5317514.0,40832221479.465,66.542
Jordan,2003,16.982,0.832,1.278,0.487,15.217,3.95,5434036.0,43096850021.792,72.05
Jordan,2004,18.671,0.832,1.391,2.737,14.542,4.05,5580241.0,47416274712.764,78.542
Jordan,2005,20.437,0.832,1.41,3.166,15.861,4.2,5765639.0,52009521309.292,85.394
Jordan,2006,20.526,0.832,1.4,4.584,14.542,4.3,5991547.0,57027647580.273,88.601
Jordan,2007,21.436,0.832,1.541,5.506,14.39,4.51,6255290.0,62595024703.582,85.612
Jordan,2008,20.718,0.832,1.566,6.236,12.916,4.75,6556473.0,68244793597.05,82.284
Jordan,2009,21.337,0.832,1.394,7.061,12.883,4.8,6893258.0,73471748786.602,85.56
Jordan,2010,20.615,0.832,1.409,5.236,13.971,4.94,7261541.0,77063828478.264,88.685
Jordan,2011,21.244,0.832,0.996,1.997,18.25,5.11,7662858.0,81420265808.125,91.883
Jordan,2012,23.814,0.832,1.412,1.509,20.893,5.26,8089963.0,85277654643.528,98.57
Jordan,2013,23.813,0.832,1.463,1.869,19.65,5.44,8518992.0,89527278456.352,98.55
Jordan,2014,25.895,1.315,1.537,0.619,22.424,5.64,8918822.0,94014871021.677,102.324
Jordan,2015,25.556,0.682,1.572,4.005,19.298,5.79,9266573.0,97646622806.648,108.24
Jordan,2016,24.346,0.854,1.676,6.98,14.836,6.05,9554286.0,100765782240.354,131.547
Jordan,2017,25.561,0.579,1.767,8.031,15.184,6.05,9785840.0,102897985854.092,131.547
Jordan,2018,25.26,0.791,1.792,7.867,14.81,6.05,9965322.0,104894207135.826,131.547
Jordan,2019,25.745,0.635,1.792,8.363,14.955,6.05,10101697.0,104894207135.826,131.547
Jordan,2020,25.487,0.639,1.792,8.538,14.519,6.05,10203140.0,104894207135.826,131.547
Kazakhstan,1991,271.695,168.479,0.804,26.893,57.253,54.1,16373308.0,174429512652.145,857.216
Kazakhstan,1992,247.263,157.755,0.699,25.878,45.962,48.77,16302809.0,166043897933.036,846.218
Kazakhstan,1993,219.593,140.325,0.353,24.058,38.299,45.56,16181161.0,151572682288.333,746.76
Kazakhstan,1994,185.658,114.652,0.169,22.653,31.888,43.66,16022224.0,133221814987.85,664.754
Kazakhstan,1995,178.381,112.042,0.098,18.152,31.772,37.64,15839357.0,122950922297.646,597.219
Kazakhstan,1996,163.941,101.402,0.016,16.168,31.071,33.7,15631926.0,124225961729.314,519.883
Kazakhstan,1997,155.571,91.536,0.047,15.379,32.566,30.19,15406005.0,127005613187.118,458.396
Kazakhstan,1998,150.161,86.867,0.01,14.678,31.975,27.44,15190168.0,125251800020.117,431.897
Kazakhstan,1999,124.986,77.61,0.007,9.787,20.162,23.92,15020573.0,129322685664.441,405.862
Kazakhstan,2000,149.054,91.736,0.002,14.542,25.427,26.74,14922724.0,142758054868.95,372.892
Kazakhstan,2001,143.585,89.401,0.158,11.562,24.955,29.2,14910207.0,162896068021.288,419.761
Kazakhstan,2002,161.037,92.314,0.027,14.307,36.546,32.07,14976184.0,179806997155.063,429.678
Kazakhstan,2003,178.962,103.347,0.001,16.175,40.413,31.7,15100045.0,197584062114.625,473.279
Kazakhstan,2004,188.547,109.963,0.346,17.446,42.146,33.99,15250016.0,217713230203.741,501.997
Kazakhstan,2005,201.8,110.079,0.355,18.73,52.772,33.6,15402803.0,240091850177.832,527.233
Kazakhstan,2006,221.13,115.468,0.476,28.128,56.356,36.12,15551263.0,267206120003.99,557.337
Kazakhstan,2007,227.55,126.145,0.597,24.135,56.49,36.14,15702112.0,292533537806.449,620.949
Kazakhstan,2008,228.67,122.551,0.984,30.45,53.849,39.22,15862126.0,303795877348.183,655.002
Kazakhstan,2009,223.11,132.119,0.933,30.456,40.541,36.62,16043015.0,309091465023.006,592.189
Kazakhstan,2010,249.067,141.411,1.025,34.727,52.724,41.47,16252273.0,333426869781.871,638.425
Kazakhstan,2011,239.66,139.157,1.066,39.194,40.957,40.79,16490669.0,360338724742.38,703.145
Kazakhstan,2012,245.836,149.986,2.321,34.557,40.547,41.66,16751523.0,378347748962.34,728.72
Kazakhstan,2013,253.729,148.153,3.031,31.295,50.826,41.04,17026118.0,401054324534.1,737.715
Kazakhstan,2014,279.032,170.708,3.238,43.912,41.328,41.5,17302619.0,418303452066.57,748.614
Kazakhstan,2015,288.582,169.796,3.457,52.976,41.93,40.69,17572010.0,423317839014.0,739.358
Kazakhstan,2016,288.686,166.074,3.525,55.067,43.546,40.1,17830902.0,427912414154.68,751.101
Kazakhstan,2017,307.909,174.175,3.817,63.128,45.737,40.1,18080023.0,445456822744.036,793.646
Kazakhstan,2018,317.28,175.205,3.891,68.982,49.54,40.1,18319616.0,463720551976.635,875.674
Kazakhstan,2019,295.869,174.366,3.8,50.437,49.665,40.1,18551428.0,463720551976.635,861.057
Kazakhstan,2020,291.336,171.63,3.8,48.146,50.159,40.1,18776707.0,463720551976.635,861.057
Kyrgyzstan,1991,16.002,6.181,0.65,3.075,5.851,7.8,4419627.0,22948295149.844,83.826
Kyrgyzstan,1992,11.081,3.814,0.506,3.074,3.686,6.94,4454192.0,19580875909.734,83.826
Kyrgyzstan,1993,8.502,3.437,0.321,2.316,2.429,5.93,4483844.0,16865843726.004,72.379
Kyrgyzstan,1994,6.147,3.424,0.182,1.716,0.825,4.53,4518808.0,13389776019.456,67.86
Kyrgyzstan,1995,4.512,1.246,0.14,1.729,1.396,4.06,4566096.0,12537071816.441,51.917
Kyrgyzstan,1996,5.664,1.854,0.245,2.023,1.543,3.85,4629403.0,13289591232.858,67.684
Kyrgyzstan,1997,5.575,1.942,0.295,1.663,1.674,3.85,4705651.0,14463592473.351,64.093
Kyrgyzstan,1998,5.915,1.938,0.316,1.953,1.707,3.66,4786772.0,14624163226.347,63.411
Kyrgyzstan,1999,4.648,1.916,0.171,1.15,1.411,3.53,4861121.0,15009657718.531,68.069
Kyrgyzstan,2000,4.602,1.865,0.22,1.312,1.205,3.58,4920712.0,15667580318.507,70.775
Kyrgyzstan,2001,3.861,1.229,0.205,1.342,1.086,3.67,4962839.0,16336560615.143,66.148
Kyrgyzstan,2002,4.921,1.986,0.231,1.7,1.004,3.73,4991478.0,16170502318.049,55.801
Kyrgyzstan,2003,5.382,2.407,0.325,1.403,1.246,3.6,5013538.0,17135749418.009,59.619
Kyrgyzstan,2004,5.808,2.363,0.371,1.532,1.543,3.79,5038995.0,18155683597.449,63.081
Kyrgyzstan,2005,5.515,2.319,0.411,1.414,1.37,3.68,5075340.0,17942170492.737,58.963
Kyrgyzstan,2006,5.419,2.226,0.444,1.478,1.272,3.74,5124379.0,18316494902.076,60.209
Kyrgyzstan,2007,6.519,2.305,0.506,1.473,2.235,3.8,5184384.0,19684078833.136,65.898
Kyrgyzstan,2008,7.547,3.193,0.501,1.43,2.423,3.89,5254969.0,20960394169.448,61.394
Kyrgyzstan,2009,6.737,2.752,0.24,0.623,3.122,4.09,5334708.0,21348214122.917,62.904
Kyrgyzstan,2010,6.314,2.682,0.312,0.564,2.755,4.15,5422298.0,21037254107.458,60.772
Kyrgyzstan,2011,7.554,2.865,0.412,0.638,3.638,4.26,5517927.0,22069688508.064,70.269
Kyrgyzstan,2012,9.998,4.016,0.494,0.817,4.672,4.36,5621583.0,22051598879.232,78.888
Kyrgyzstan,2013,9.658,3.576,0.66,0.627,4.796,4.49,5731312.0,24453878463.153,72.972
Kyrgyzstan,2014,10.095,4.503,0.675,0.517,4.4,4.64,5844521.0,25441021254.096,74.026
Kyrgyzstan,2015,10.279,4.338,0.584,0.524,4.833,4.71,5959126.0,26325837070.174,67.842
Kyrgyzstan,2016,9.646,3.481,0.508,0.546,5.111,4.8,6074327.0,27316667013.993,68.27
Kyrgyzstan,2017,9.348,3.389,0.587,0.579,4.793,4.8,6189727.0,28611476768.378,68.27
Kyrgyzstan,2018,11.698,4.041,0.753,0.641,6.262,4.8,6304025.0,29601148153.95,68.27
Kyrgyzstan,2019,11.018,3.75,0.753,0.607,5.907,4.8,6415851.0,29601148153.95,68.27
Kyrgyzstan,2020,11.508,4.808,0.753,0.668,5.279,4.8,6524191.0,29601148153.95,68.27
Latvia,1991,17.919,2.455,0.32,5.455,9.293,4.02,2649161.0,36517596963.467,79.093
Latvia,1992,14.193,2.163,0.142,3.976,7.795,4.56,2620254.0,24608100411.928,56.583
Latvia,1993,11.922,1.995,0.016,2.594,7.27,3.94,2582658.0,21636016750.525,48.64
Latvia,1994,10.37,1.521,0.077,1.874,6.866,2.86,2543632.0,21944830346.851,47.031
Latvia,1995,9.134,1.111,0.094,2.297,5.598,2.59,2508476.0,21646094219.92,44.042
Latvia,1996,9.211,1.04,0.106,1.977,6.056,2.55,2478832.0,21989047801.955,41.132
Latvia,1997,8.68,0.941,0.108,2.417,5.181,2.44,2453310.0,23781387146.733,41.243
Latvia,1998,8.306,0.703,0.105,2.37,5.091,2.35,2430546.0,25140078646.033,44.688
Latvia,1999,7.718,0.539,0.139,2.264,4.739,2.23,2408088.0,25600796583.901,38.1
Latvia,2000,7.081,0.57,0.088,2.504,3.88,2.11,2384150.0,26780789136.99,37.248
Latvia,2001,7.496,0.526,0.11,2.906,3.919,2.14,2358689.0,28293372637.042,40.164
Latvia,2002,7.52,0.436,0.117,2.979,3.935,2.25,2332528.0,30072959895.711,40.587
Latvia,2003,7.726,0.388,0.129,3.092,4.058,2.21,2305845.0,32361884257.908,40.108
Latvia,2004,7.731,0.322,0.137,3.072,4.162,2.06,2278922.0,34792599440.924,44.993
Latvia,2005,7.811,0.362,0.134,3.152,4.13,2.06,2251996.0,38221838178.879,46.361
Latvia,2006,8.31,0.381,0.169,3.262,4.473,2.07,2225063.0,42441264524.246,44.057
Latvia,2007,8.637,0.454,0.171,3.147,4.832,2.06,2198089.0,46307685973.236,45.434
Latvia,2008,8.198,0.44,0.168,3.085,4.471,2.07,2171248.0,44298825327.014,45.681
Latvia,2009,7.456,0.362,0.178,2.827,4.072,2.0,2144784.0,37661277803.987,43.219
Latvia,2010,8.554,0.455,0.431,3.393,4.251,1.98,2118855.0,35958492486.9,49.048
Latvia,2011,7.811,0.442,0.557,2.975,3.816,1.92,2093606.0,37962581387.192,43.791
Latvia,2012,7.519,0.4,0.575,2.792,3.73,1.97,2069018.0,39482474919.22,45.129
Latvia,2013,7.368,0.301,0.54,2.729,3.772,2.01,2044950.0,40519247185.463,43.447
Latvia,2014,7.172,0.242,0.559,2.448,3.891,2.06,2021220.0,41379798066.534,39.972
Latvia,2015,7.262,0.19,0.47,2.506,4.066,1.99,1997675.0,42500102062.288,40.895
Latvia,2016,7.21,0.166,0.346,2.607,4.059,1.99,1974265.0,43297224535.236,43.502
Latvia,2017,7.215,0.167,0.437,2.299,4.277,1.99,1951097.0,44937033427.602,47.581
Latvia,2018,7.859,0.197,0.551,2.704,4.363,1.99,1928461.0,46862480822.871,43.24
Latvia,2019,7.648,0.166,0.561,2.548,4.318,1.99,1906740.0,46862480822.871,44.122
Latvia,2020,6.773,0.093,0.561,2.085,3.979,1.99,1886202.0,46862480822.871,44.122
Lebanon,1991,8.115,0.278,0.091,0.095,8.024,1.26,2921700.0,14203284102.342,34.194
Lebanon,1992,9.727,0.278,0.124,0.095,9.603,1.29,3076133.0,15962286239.784,35.01
Lebanon,1993,10.355,0.278,0.191,0.095,9.885,1.33,3246129.0,18432084483.123,43.973
Lebanon,1994,11.111,0.282,0.155,0.095,10.674,1.36,3403359.0,21360835653.174,49.516
Lebanon,1995,12.255,0.476,0.475,0.095,11.303,1.49,3528379.0,24166460063.313,52.993
Lebanon,1996,12.753,0.564,0.782,0.095,11.406,1.65,3610663.0,26645041121.448,55.83
Lebanon,1997,15.099,0.575,0.846,0.095,13.678,1.78,3658425.0,27053603631.112,64.138
Lebanon,1998,16.286,0.502,1.334,0.095,14.451,1.93,3693514.0,29027625806.85,64.3
Lebanon,1999,16.43,0.506,1.334,0.095,14.59,2.07,3747762.0,30099941470.919,65.801
Lebanon,2000,15.466,0.502,1.631,0.095,13.333,2.21,3842774.0,31977721194.668,59.198
Lebanon,2001,16.407,0.502,1.688,0.095,14.216,2.25,3990999.0,35144532008.735,63.391
Lebanon,2002,16.244,0.502,1.676,0.095,14.066,2.3,4182205.0,38760996659.268,64.072
Lebanon,2003,18.529,0.502,2.305,0.095,15.723,2.35,4388378.0,42758062222.702,65.139
Lebanon,2004,17.208,0.502,2.615,0.095,14.092,2.39,4569377.0,48734071263.894,65.203
Lebanon,2005,16.65,0.502,2.749,0.095,13.399,2.44,4698761.0,52444898234.576,62.096
Lebanon,2006,14.792,0.502,2.012,0.095,12.279,2.5,4759760.0,54750390698.213,57.094
Lebanon,2007,13.746,0.502,2.263,0.095,10.981,2.54,4767347.0,60406929837.19,50.391
Lebanon,2008,17.418,0.502,2.322,0.095,14.594,2.6,4764745.0,66812622933.36,65.771
Lebanon,2009,20.958,0.502,2.542,0.095,17.818,2.65,4813026.0,75927793934.442,80.884
Lebanon,2010,19.997,0.564,2.571,0.484,16.378,2.68,4953064.0,86947321123.4,78.009
Lebanon,2011,20.264,0.627,2.578,0.484,17.06,2.79,5202022.0,94869525568.47,79.211
Lebanon,2012,22.332,0.627,2.389,0.484,19.317,2.86,5537620.0,101518523250.43,89.332
Lebanon,2013,22.163,0.502,2.539,0.484,19.122,2.92,5913016.0,100029004128.795,89.189
Lebanon,2014,23.992,0.627,2.613,0.484,20.753,2.98,6261046.0,94385546738.808,92.244
Lebanon,2015,25.735,0.627,2.395,0.484,22.713,3.04,6532681.0,95081780999.692,94.054
Lebanon,2016,26.501,0.627,2.351,0.484,23.523,3.1,6714281.0,97868322270.144,95.258
Lebanon,2017,27.977,0.627,2.395,0.484,24.956,3.1,6819373.0,98701181808.498,95.258
Lebanon,2018,26.551,0.627,2.438,0.484,23.486,3.1,6859408.0,96800197158.299,95.258
Lebanon,2019,26.658,0.502,2.438,0.484,23.717,3.1,6855709.0,96800197158.299,95.258
Lebanon,2020,25.969,0.506,2.438,0.484,23.025,3.1,6825442.0,96800197158.299,95.258
Libya,1991,42.62,0.015,0.971,9.273,25.283,67.94,4544245.0,25389248881.571,155.574
Libya,1992,37.024,0.015,0.941,9.215,22.929,68.07,4650896.0,26617796316.488,145.179
Libya,1993,38.708,0.011,0.94,8.897,25.533,68.2,4755134.0,27601941646.613,150.402
Libya,1994,43.752,0.015,1.551,9.178,29.605,68.36,4854871.0,30319530653.992,155.497
Libya,1995,45.69,0.015,1.308,9.064,31.878,68.56,4948796.0,31943534790.562,162.364
Libya,1996,44.514,0.015,1.444,9.757,29.818,68.82,5036173.0,35211735289.475,171.598
Libya,1997,45.506,0.015,1.025,10.189,30.72,68.95,5118008.0,39983252331.555,180.696
Libya,1998,45.808,0.004,1.217,10.189,31.739,69.23,5196774.0,41617598426.389,173.895
Libya,1999,45.055,0.004,1.215,7.925,33.35,69.33,5275921.0,45257172305.243,156.981
Libya,2000,47.515,0.004,1.213,9.497,34.152,69.39,5357893.0,49983477927.158,213.117
Libya,2001,48.463,0.004,1.208,10.076,34.563,71.86,5443249.0,54225657301.39,214.833
Libya,2002,48.186,0.004,1.324,10.431,33.833,74.32,5531097.0,57785784876.785,221.462
Libya,2003,49.474,0.004,1.398,10.563,34.936,76.82,5620545.0,70475223919.467,218.192
Libya,2004,50.629,0.004,1.432,12.864,34.603,79.34,5710163.0,79415611601.283,223.531
Libya,2005,56.989,0.004,1.435,11.039,39.543,81.84,5798615.0,94523190260.074,231.124
Libya,2006,53.256,0.004,2.081,12.051,33.39,82.51,5886874.0,108872970167.685,211.938
Libya,2007,49.977,0.004,2.016,12.106,30.261,83.13,5974786.0,123716339759.211,210.594
Libya,2008,53.591,0.004,2.119,12.576,31.318,83.68,6058740.0,153726681473.546,218.66
Libya,2009,53.121,0.004,2.503,11.234,33.112,84.28,6133987.0,165559658668.102,250.217
Libya,2010,60.653,0.004,2.699,13.198,38.054,84.89,6197667.0,187528523657.18,266.824
Libya,2011,49.212,0.004,1.339,10.168,35.2,73.1,6247438.0,79210017679.637,173.836
Libya,2012,51.647,0.004,0.765,10.71,32.628,61.3,6285751.0,174091332147.744,217.73
Libya,2013,41.914,0.004,0.778,13.272,21.616,49.52,6320350.0,80095115657.616,229.663
Libya,2014,71.39,0.004,2.712,18.719,41.33,37.72,6362039.0,59998893815.024,227.374
Libya,2015,58.184,0.004,1.937,15.671,32.034,25.91,6418315.0,53558086393.152,198.534
Libya,2016,53.485,0.004,1.647,20.134,25.549,29.84,6492160.0,51938049762.72,211.483
Libya,2017,54.399,0.004,2.542,18.15,26.225,29.84,6580723.0,85185672640.162,211.483
Libya,2018,53.362,0.004,2.402,17.535,25.903,29.84,6678565.0,100416019385.779,211.483
Libya,2019,54.509,0.004,2.402,17.836,26.749,29.84,6777453.0,100416019385.779,211.483
Libya,2020,50.721,0.004,2.402,18.196,22.6,29.84,6871287.0,100416019385.779,211.483
Lithuania,1991,37.85,3.555,1.55,10.917,21.319,7.06,3697451.0,48112085208.553,212.353
Lithuania,1992,21.201,1.662,0.755,6.29,12.119,7.35,3688103.0,37861880282.335,129.803
Lithuania,1993,16.354,1.465,0.364,3.414,10.926,6.28,3670653.0,31722383759.666,101.433
Lithuania,1994,15.801,1.22,0.382,3.979,10.075,5.58,3649142.0,28612205261.0,87.701
Lithuania,1995,15.092,0.979,0.308,4.566,9.063,5.16,3626609.0,30095166781.674,97.82
Lithuania,1996,15.773,0.895,0.318,4.927,9.449,5.0,3603756.0,31645790979.058,106.396
Lithuania,1997,15.196,0.738,0.366,4.548,9.349,4.99,3579911.0,34267159556.785,98.173
Lithuania,1998,16.031,0.647,0.412,4.001,10.742,4.85,3555140.0,36819655705.863,105.273
Lithuania,1999,13.483,0.548,0.346,4.032,8.39,4.59,3529189.0,36398338459.454,87.612
Lithuania,2000,11.876,0.378,0.293,4.53,6.494,4.4,3501842.0,37788341791.271,77.471
Lithuania,2001,12.627,0.342,0.283,4.642,7.156,4.14,3473623.0,40252133515.461,90.511
Lithuania,2002,12.699,0.548,0.29,4.739,6.937,4.19,3444777.0,42971132253.561,96.481
Lithuania,2003,12.693,0.714,0.292,5.127,6.387,4.27,3414367.0,47492666127.326,101.145
Lithuania,2004,13.287,0.688,0.351,5.177,6.872,4.28,3381134.0,50600710008.817,102.02
Lithuania,2005,14.117,0.763,0.383,5.552,7.238,4.24,3344259.0,54504800706.928,92.801
Lithuania,2006,14.434,1.03,0.515,5.517,7.177,4.2,3303329.0,58536323323.525,88.945
Lithuania,2007,15.824,1.025,0.524,6.552,7.56,4.19,3258984.0,65020496827.839,97.287
Lithuania,2008,15.203,0.867,0.454,5.836,7.829,4.05,3212867.0,66724208744.986,96.422
Lithuania,2009,13.042,0.689,0.284,4.921,6.893,3.92,3167270.0,56833645775.073,88.467
Lithuania,2010,13.945,0.843,0.289,5.664,6.848,3.85,3123825.0,57760001538.288,65.518
Lithuania,2011,14.293,0.973,0.32,6.16,6.526,3.69,3083402.0,61248358436.357,67.997
Lithuania,2012,14.345,0.95,0.395,5.937,6.76,3.66,3045561.0,63596856706.047,68.264
Lithuania,2013,13.355,1.092,0.461,4.914,6.552,3.54,3008938.0,65826070923.928,62.937
Lithuania,2014,13.107,0.921,0.401,4.635,6.81,3.45,2971498.0,68128044447.108,60.699
Lithuania,2015,13.319,0.736,0.518,4.649,7.132,3.42,2931872.0,69339058015.191,63.385
Lithuania,2016,13.351,0.749,0.452,4.149,7.677,3.32,2889555.0,70911025458.528,64.477
Lithuania,2017,13.572,0.801,0.45,4.279,7.764,3.32,2845419.0,73923044603.882,68.047
Lithuania,2018,13.696,0.859,0.511,3.949,8.084,3.32,2801270.0,76617521916.282,68.354
Lithuania,2019,13.923,0.801,0.578,4.081,8.192,3.32,2759631.0,76617521916.282,68.009
Lithuania,2020,13.799,0.627,0.578,4.466,7.858,3.32,2722291.0,76617521916.282,68.009
Luxembourg,1991,12.443,6.015,0.515,1.074,4.783,0.61,386356.0,15214077007.881,39.908
Luxembourg,1992,12.21,5.54,0.52,1.122,4.963,0.6,391397.0,15430616491.774,40.025
Luxembourg,1993,12.355,5.736,0.432,1.161,4.961,0.6,396812.0,16017019721.009,40.551
Luxembourg,1994,11.542,4.844,0.487,1.174,4.97,0.59,402435.0,16564453376.488,38.989
Luxembourg,1995,9.152,2.705,0.434,1.343,4.603,0.59,408145.0,16736430037.964,33.911
Luxembourg,1996,9.202,2.46,0.428,1.461,4.786,0.59,413999.0,16903204193.03,34.882
Luxembourg,1997,8.554,1.541,0.442,1.491,5.013,0.58,419979.0,17799361886.314,34.136
Luxembourg,1998,7.676,0.42,0.444,1.495,5.257,0.58,425828.0,18802136606.101,32.958
Luxembourg,1999,8.128,0.444,0.465,1.546,5.606,0.6,431263.0,20317839954.087,34.833
Luxembourg,2000,8.71,0.471,0.492,1.609,6.07,0.57,436106.0,21906684654.257,37.168
Luxembourg,2001,9.207,0.471,0.429,1.781,6.459,0.58,440197.0,22374428054.638,39.83
Luxembourg,2002,9.984,0.371,0.443,2.54,6.561,0.58,443727.0,23139020760.838,43.548
Luxembourg,2003,10.459,0.346,0.389,2.576,7.081,0.56,447317.0,23425227039.623,45.669
Luxembourg,2004,11.829,0.385,0.427,2.859,8.087,0.56,451822.0,24177320775.251,51.733
Luxembourg,2005,12.087,0.377,0.42,2.829,8.392,0.55,457848.0,24847697671.291,52.502
Luxembourg,2006,11.92,0.47,0.415,2.958,8.009,0.55,465611.0,26033443392.234,51.565
Luxembourg,2007,11.317,0.408,0.41,2.731,7.698,0.56,474917.0,28098931139.76,50.058
Luxembourg,2008,11.184,0.356,0.382,2.594,7.783,0.56,485403.0,27632140727.72,49.687
Luxembourg,2009,10.638,0.339,0.358,2.658,7.215,0.56,496536.0,26325504329.763,47.517
Luxembourg,2010,11.207,0.332,0.371,2.842,7.593,0.56,507890.0,27499366768.782,50.036
Luxembourg,2011,11.102,0.315,0.389,2.464,7.864,0.54,519312.0,28088632735.222,48.744
Luxembourg,2012,10.866,0.286,0.381,2.5,7.632,0.53,530855.0,27989146735.5,47.854
Luxembourg,2013,10.321,0.274,0.372,2.113,7.507,0.54,542554.0,29106192519.489,45.583
Luxembourg,2014,9.836,0.288,0.36,2.004,7.109,0.55,554512.0,30743880182.861,44.151
Luxembourg,2015,9.348,0.288,0.329,1.828,6.826,0.55,566741.0,31975025419.935,42.91
Luxembourg,2016,9.093,0.3,0.351,1.68,6.685,0.55,579266.0,33357814650.434,42.343
Luxembourg,2017,9.261,0.282,0.371,1.658,6.874,0.55,591914.0,33958649355.59,44.144
Luxembourg,2018,9.568,0.269,0.369,1.609,7.244,0.55,604244.0,35015057362.309,46.207
Luxembourg,2019,9.752,0.274,0.395,1.608,7.396,0.55,615730.0,35015057362.309,47.221
Luxembourg,2020,8.175,0.268,0.395,1.481,5.952,0.55,625976.0,35015057362.309,47.221
Malaysia,1991,65.785,6.071,3.384,13.293,39.776,30.54,18519941.0,157980846892.148,311.653
Malaysia,1992,72.961,6.324,3.275,16.004,44.181,31.37,19002660.0,173287832102.247,336.904
Malaysia,1993,86.719,5.386,3.425,22.027,50.29,32.31,19484901.0,191825422350.133,351.361
Malaysia,1994,90.631,6.232,4.007,22.391,52.787,33.35,19977508.0,211032848256.794,383.544
Malaysia,1995,113.934,6.331,4.285,42.008,55.887,34.01,20487604.0,233476948760.239,399.785
Malaysia,1996,113.442,7.738,4.79,36.25,59.043,33.67,21017619.0,258686622967.782,446.306
Malaysia,1997,122.085,6.375,5.207,35.442,69.242,35.05,21562790.0,279679756343.382,519.297
Malaysia,1998,114.238,6.284,5.325,35.94,59.701,44.65,22114647.0,260986647989.438,482.792
Malaysia,1999,108.291,5.207,5.48,37.959,52.824,35.67,22661293.0,279023149285.54,546.601
Malaysia,2000,126.203,7.874,6.588,49.671,56.153,36.52,23194252.0,305415976532.364,609.782
Malaysia,2001,133.988,9.93,6.327,48.582,63.481,35.87,23709115.0,309255226206.348,614.023
Malaysia,2002,135.118,12.546,7.146,49.024,60.705,38.53,24208391.0,328308769544.632,656.685
Malaysia,2003,156.521,18.214,8.21,61.881,62.222,39.35,24698821.0,349844003897.121,714.177
Malaysia,2004,171.102,31.719,8.197,59.218,67.615,42.64,25190647.0,376296139496.474,761.314
